datetime,ask_price1,ask_volume1,bid_price1,bid_volume1,ask_price2,ask_volume2,bid_price2,bid_volume2,ask_price3,ask_volume3,bid_price3,bid_volume3,ask_price4,ask_volume4,bid_price4,bid_volume4,ask_price5,ask_volume5,bid_price5,bid_volume5,last_price,highest,lowest,open,close,average,volume,amount,open_interest,settlement,upper_limit,lower_limit,pre_open_interest,pre_settlement,pre_close,price_tick,price_decs,volume_multiple,max_limit_order_volume,max_market_order_volume,min_limit_order_volume,min_market_order_volume
2024-05-14 09:04:02.000000,23845,6,23840,21,23850,40,23835,44,23855,27,23830,55,23860,24,23825,30,23865,29,23820,28,23845,24025,23615,23650,,23884,98571,11771143450,76918,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:02.500000,23845,7,23840,20,23850,43,23835,44,23855,27,23830,55,23860,24,23825,30,23865,29,23820,28,23845,24025,23615,23650,,23884,98581,11772335700,76911,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:03.000000,23845,10,23840,20,23850,43,23835,44,23855,27,23830,55,23860,24,23825,30,23865,29,23820,28,23845,24025,23615,23650,,23884,98582,11772454925,76910,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:03.500000,23845,8,23840,17,23850,43,23835,44,23855,27,23830,55,23860,24,23825,30,23865,29,23820,28,23845,24025,23615,23650,,23884,98586,11772931825,76909,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:04.000000,23845,11,23840,17,23850,43,23835,44,23855,27,23830,55,23860,24,23825,30,23865,29,23820,28,23845,24025,23615,23650,,23884,98594,11773885500,76911,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:04.500000,23845,21,23840,12,23850,43,23835,44,23855,27,23830,55,23860,24,23825,30,23865,29,23820,28,23840,24025,23615,23650,,23884,98603,11774958300,76910,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:05.000000,23845,31,23835,45,23850,43,23830,55,23855,27,23825,30,23860,24,23820,28,23865,29,23815,39,23840,24025,23615,23650,,23884,98621,11777103900,76926,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:05.500000,23840,40,23835,41,23845,36,23830,54,23850,45,23825,30,23855,27,23820,28,23860,24,23815,39,23840,24025,23615,23650,,23884,98623,11777342300,76926,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:06.000000,23835,69,23830,54,23840,46,23825,30,23845,38,23820,28,23850,45,23815,39,23855,25,23810,39,23835,24025,23615,23650,,23884,98666,11782466825,76926,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:06.500000,23830,90,23825,31,23835,98,23820,23,23840,29,23815,32,23845,40,23810,29,23850,46,23805,30,23830,24025,23615,23650,,23884,98725,11789496675,76965,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:07.000000,23825,81,23820,10,23830,103,23815,30,23835,103,23810,29,23840,32,23805,29,23845,29,23800,199,23825,24025,23615,23650,,23883,98791,11797358575,76967,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:07.500000,23825,59,23815,31,23830,104,23810,29,23835,106,23805,45,23840,31,23800,86,23845,31,23795,29,23825,24025,23615,23650,,23883,98828,11801765650,76976,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:08.000000,23825,14,23820,30,23830,98,23815,47,23835,96,23810,30,23840,31,23805,30,23845,31,23800,87,23825,24025,23615,23650,,23883,98872,11807007000,76987,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:08.500000,23830,83,23825,40,23835,97,23820,32,23840,31,23815,46,23845,31,23810,29,23850,30,23805,30,23825,24025,23615,23650,,23883,98893,11809508625,76979,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:09.000000,23830,21,23825,38,23835,71,23820,34,23840,31,23815,41,23845,30,23810,29,23850,30,23805,26,23825,24025,23615,23650,,23883,98941,11815227800,76968,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:09.500000,23835,71,23830,8,23840,31,23825,88,23845,30,23820,34,23850,30,23815,41,23855,21,23810,29,23830,24025,23615,23650,,23883,98966,11818206550,76961,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:10.000000,23835,64,23830,32,23840,32,23825,88,23845,30,23820,37,23850,30,23815,41,23855,21,23810,29,23830,24025,23615,23650,,23883,98970,11818683150,76964,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:10.500000,23835,63,23830,38,23840,32,23825,88,23845,30,23820,37,23850,30,23815,41,23855,21,23810,29,23830,24025,23615,23650,,23883,98973,11819040650,76967,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:11.000000,23835,24,23830,37,23840,32,23825,75,23845,30,23820,37,23850,30,23815,41,23855,21,23810,29,23835,24025,23615,23650,,23883,98979,11819755700,76967,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:11.500000,23840,32,23835,33,23845,31,23830,37,23850,30,23825,75,23855,21,23820,37,23860,28,23815,41,23835,24025,23615,23650,,23883,99015,11824046000,76975,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:12.000000,23840,26,23835,23,23845,32,23830,40,23850,25,23825,73,23855,21,23820,36,23860,30,23815,41,23835,24025,23615,23650,,23883,99029,11825714450,76975,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:12.500000,23835,19,23830,39,23840,32,23825,76,23845,32,23820,36,23850,25,23815,41,23855,21,23810,29,23835,24025,23615,23650,,23883,99056,11828932175,76981,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:13.000000,23835,27,23830,38,23840,44,23825,74,23845,32,23820,36,23850,25,23815,41,23855,21,23810,29,23830,24025,23615,23650,,23883,99058,11829170500,76982,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:13.500000,23835,29,23830,37,23840,44,23825,74,23845,32,23820,36,23850,25,23815,41,23855,21,23810,29,23830,24025,23615,23650,,23883,99058,11829170500,76982,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:14.000000,23835,28,23830,36,23840,42,23825,74,23845,32,23820,35,23850,25,23815,41,23855,21,23810,30,23835,24025,23615,23650,,23883,99059,11829289675,76983,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:14.500000,23835,37,23830,37,23840,32,23825,78,23845,32,23820,36,23850,25,23815,41,23855,21,23810,30,23835,24025,23615,23650,,23883,99062,11829647175,76983,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:15.000000,23835,28,23830,37,23840,32,23825,78,23845,32,23820,36,23850,25,23815,41,23855,21,23810,30,23835,24025,23615,23650,,23883,99072,11830838925,76986,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:15.500000,23840,29,23835,6,23845,32,23830,51,23850,17,23825,79,23855,21,23820,36,23860,28,23815,41,23835,24025,23615,23650,,23883,99100,11834175825,76968,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:16.000000,23835,6,23830,55,23840,25,23825,81,23845,33,23820,36,23850,15,23815,40,23855,21,23810,30,23835,24025,23615,23650,,23883,99116,11836082625,76960,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:16.500000,23835,6,23830,51,23840,27,23825,80,23845,33,23820,35,23850,15,23815,40,23855,21,23810,30,23835,24025,23615,23650,,23883,99121,11836678500,76955,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:17.000000,23835,4,23830,52,23840,27,23825,80,23845,33,23820,35,23850,15,23815,43,23855,21,23810,31,23835,24025,23615,23650,,23883,99123,11836916850,76954,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:17.500000,23840,27,23835,27,23845,33,23830,53,23850,15,23825,80,23855,21,23820,35,23860,28,23815,43,23835,24025,23615,23650,,23883,99138,11838704475,76941,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:18.000000,23840,21,23835,32,23845,34,23830,56,23850,15,23825,82,23855,21,23820,31,23860,30,23815,43,23835,24025,23615,23650,,23883,99138,11838704475,76941,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:18.500000,23845,34,23840,33,23850,15,23835,38,23855,21,23830,56,23860,30,23825,81,23865,68,23820,31,23840,24025,23615,23650,,23883,99150,11840134875,76943,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:19.000000,23845,26,23840,31,23850,16,23835,44,23855,21,23830,55,23860,30,23825,78,23865,42,23820,31,23840,24025,23615,23650,,23883,99158,11841088475,76943,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:19.500000,23845,24,23840,32,23850,16,23835,43,23855,21,23830,57,23860,30,23825,78,23865,34,23820,31,23840,24025,23615,23650,,23883,99160,11841326875,76942,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:20.000000,23845,8,23840,33,23850,16,23835,43,23855,21,23830,57,23860,30,23825,78,23865,34,23820,31,23845,24025,23615,23650,,23883,99174,11842996025,76945,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:20.500000,23850,15,23845,20,23855,22,23840,35,23860,30,23835,39,23865,34,23830,56,23870,34,23825,78,23845,24025,23615,23650,,23883,99187,11844545950,76934,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:21.000000,23850,17,23845,10,23855,22,23840,28,23860,30,23835,33,23865,34,23830,56,23870,20,23825,78,23850,24025,23615,23650,,23883,99210,11847288175,76942,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:21.500000,23845,31,23840,12,23850,23,23835,27,23855,22,23830,56,23860,30,23825,78,23865,34,23820,34,23840,24025,23615,23650,,23883,99242,11851102975,76949,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:22.000000,23840,19,23830,56,23845,49,23825,78,23850,18,23820,34,23855,21,23815,51,23860,30,23810,46,23840,24025,23615,23650,,23883,99286,11856347100,76965,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:22.500000,23835,17,23830,49,23840,19,23825,76,23845,27,23820,34,23850,18,23815,46,23855,22,23810,48,23835,24025,23615,23650,,23883,99312,11859445500,76966,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:23.000000,23840,15,23830,46,23845,29,23825,76,23850,18,23820,34,23855,22,23815,46,23860,28,23810,34,23840,24025,23615,23650,,23883,99351,11864093450,76957,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:23.500000,23840,16,23835,17,23845,29,23830,45,23850,19,23825,76,23855,22,23820,34,23860,30,23815,46,23840,24025,23615,23650,,23883,99354,11864451000,76955,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:24.000000,23840,28,23835,36,23845,28,23830,49,23850,19,23825,78,23855,22,23820,34,23860,30,23815,46,23835,24025,23615,23650,,23883,99356,11864689375,76954,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:24.500000,23840,28,23835,41,23845,28,23830,49,23850,19,23825,78,23855,22,23820,34,23860,30,23815,46,23835,24025,23615,23650,,23883,99356,11864689375,76954,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:25.000000,23840,10,23835,44,23845,28,23830,49,23850,19,23825,78,23855,22,23820,34,23860,30,23815,46,23840,24025,23615,23650,,23883,99369,11866238975,76954,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:25.500000,23845,28,23840,28,23850,18,23835,42,23855,23,23830,47,23860,30,23825,78,23865,34,23820,34,23840,24025,23615,23650,,23883,99379,11867430975,76948,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:26.000000,23845,19,23840,37,23850,20,23835,45,23855,21,23830,51,23860,30,23825,78,23865,34,23820,34,23840,24025,23615,23650,,23883,99381,11867669375,76947,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:26.500000,23850,20,23840,37,23855,21,23835,45,23860,30,23830,51,23865,34,23825,79,23870,25,23820,34,23845,24025,23615,23650,,23883,99390,11868742350,76948,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:27.000000,23845,7,23840,38,23850,25,23835,45,23855,23,23830,52,23860,30,23825,79,23865,35,23820,34,23845,24025,23615,23650,,23883,99392,11868980800,76948,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:27.500000,23845,20,23840,38,23850,26,23835,45,23855,23,23830,52,23860,30,23825,79,23865,35,23820,34,23845,24025,23615,23650,,23883,99393,11869100025,76949,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:28.000000,23845,21,23840,38,23850,26,23835,45,23855,23,23830,52,23860,30,23825,80,23865,35,23820,34,23845,24025,23615,23650,,23883,99393,11869100025,76949,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:28.500000,23845,26,23840,30,23850,24,23835,45,23855,23,23830,52,23860,30,23825,80,23865,35,23820,34,23845,24025,23615,23650,,23883,99395,11869338475,76951,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:29.000000,23845,30,23840,33,23850,24,23835,45,23855,21,23830,52,23860,30,23825,77,23865,35,23820,34,23845,24025,23615,23650,,23883,99396,11869457700,76951,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:29.500000,23845,20,23840,30,23850,26,23835,45,23855,21,23830,56,23860,30,23825,77,23865,35,23820,34,23845,24025,23615,23650,,23883,99403,11870292225,76945,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:30.000000,23845,12,23840,30,23850,28,23835,46,23855,23,23830,56,23860,30,23825,77,23865,35,23820,34,23840,24025,23615,23650,,23883,99415,11871722900,76946,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:30.500000,23845,12,23840,30,23850,28,23835,46,23855,23,23830,56,23860,30,23825,77,23865,35,23820,35,23840,24025,23615,23650,,23883,99415,11871722900,76946,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:31.000000,23845,12,23840,30,23850,28,23835,46,23855,23,23830,56,23860,30,23825,77,23865,35,23820,40,23845,24025,23615,23650,,23883,99418,11872080575,76943,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:31.500000,23845,19,23840,28,23850,28,23835,46,23855,23,23830,56,23860,30,23825,77,23865,35,23820,40,23840,24025,23615,23650,,23883,99420,11872318975,76943,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:32.000000,23845,22,23840,27,23850,28,23835,46,23855,23,23830,56,23860,30,23825,77,23865,34,23820,40,23845,24025,23615,23650,,23883,99423,11872676650,76942,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:32.500000,23845,22,23840,33,23850,28,23835,46,23855,23,23830,56,23860,30,23825,77,23865,34,23820,40,23845,24025,23615,23650,,23883,99423,11872676650,76942,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:33.000000,23845,19,23840,33,23850,28,23835,46,23855,23,23830,56,23860,30,23825,77,23865,34,23820,40,23845,24025,23615,23650,,23883,99423,11872676650,76942,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:33.500000,23845,20,23840,34,23850,28,23835,46,23855,23,23830,56,23860,30,23825,77,23865,34,23820,41,23845,24025,23615,23650,,23883,99423,11872676650,76942,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:34.000000,23845,16,23840,31,23850,28,23835,31,23855,23,23830,56,23860,30,23825,77,23865,34,23820,41,23845,24025,23615,23650,,23883,99439,11874584225,76943,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:34.500000,23845,15,23840,32,23850,28,23835,33,23855,23,23830,51,23860,30,23825,77,23865,34,23820,41,23845,24025,23615,23650,,23883,99441,11874822675,76941,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:35.000000,23845,10,23840,31,23850,28,23835,33,23855,23,23830,51,23860,30,23825,77,23865,34,23820,41,23845,24025,23615,23650,,23883,99445,11875299550,76942,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:35.500000,23845,6,23840,33,23850,27,23835,33,23855,23,23830,51,23860,30,23825,77,23865,34,23820,42,23845,24025,23615,23650,,23883,99455,11876491800,76950,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:36.000000,23850,27,23845,1,23855,23,23840,33,23860,30,23835,33,23865,34,23830,51,23870,25,23825,77,23845,24025,23615,23650,,23883,99462,11877326375,76955,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:36.500000,23845,1,23840,37,23850,31,23835,24,23855,23,23830,51,23860,30,23825,77,23865,34,23820,42,23845,24025,23615,23650,,23883,99484,11879949325,76963,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:37.000000,23845,4,23840,33,23850,30,23835,24,23855,23,23830,52,23860,30,23825,77,23865,34,23820,42,23845,24025,23615,23650,,23883,99487,11880307000,76964,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:37.500000,23850,28,23840,35,23855,23,23835,24,23860,30,23830,52,23865,34,23825,77,23870,20,23820,42,23845,24025,23615,23650,,23883,99502,11882095375,76974,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:38.000000,23850,34,23845,1,23855,25,23840,32,23860,30,23835,24,23865,34,23830,52,23870,20,23825,77,23850,24025,23615,23650,,23883,99513,11883407000,76974,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:38.500000,23850,21,23845,12,23855,25,23840,36,23860,30,23835,24,23865,34,23830,52,23870,20,23825,77,23845,24025,23615,23650,,23883,99524,11884718450,76978,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:39.000000,23850,19,23845,10,23855,27,23840,41,23860,30,23835,24,23865,34,23830,51,23870,20,23825,77,23845,24025,23615,23650,,23883,99537,11886268375,76973,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:39.500000,23850,20,23845,18,23855,27,23840,41,23860,30,23835,24,23865,34,23830,51,23870,20,23825,78,23845,24025,23615,23650,,23883,99547,11887460625,76974,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:40.000000,23850,17,23845,19,23855,27,23840,46,23860,30,23835,24,23865,34,23830,51,23870,20,23825,77,23850,24025,23615,23650,,23883,99549,11887699125,76975,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:40.500000,23850,10,23845,21,23855,27,23840,46,23860,30,23835,24,23865,34,23830,51,23870,20,23825,77,23850,24025,23615,23650,,23883,99552,11888056875,76974,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:41.000000,23855,27,23850,10,23860,30,23845,23,23865,34,23840,46,23870,20,23835,24,23875,34,23830,51,23850,24025,23615,23650,,23883,99564,11889487875,76969,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:41.500000,23855,25,23850,8,23860,31,23845,30,23865,29,23840,33,23870,20,23835,24,23875,22,23830,49,23850,24025,23615,23650,,23883,99577,11891038150,76965,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:42.000000,23850,5,23845,20,23855,26,23840,33,23860,31,23835,24,23865,29,23830,49,23870,20,23825,77,23850,24025,23615,23650,,23883,99602,11894019150,76976,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:42.500000,23850,6,23845,7,23855,24,23840,33,23860,31,23835,24,23865,29,23830,49,23870,20,23825,79,23850,24025,23615,23650,,23883,99632,11897596425,76974,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:43.000000,23850,23,23845,19,23855,26,23840,33,23860,31,23835,24,23865,29,23830,49,23870,20,23825,79,23850,24025,23615,23650,,23883,99632,11897596425,76974,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:43.500000,23850,15,23845,7,23855,26,23840,33,23860,29,23835,24,23865,29,23830,49,23870,20,23825,78,23850,24025,23615,23650,,23883,99651,11899862075,76986,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:44.000000,23850,20,23845,3,23855,26,23840,33,23860,29,23835,24,23865,29,23830,49,23870,20,23825,78,23845,24025,23615,23650,,23883,99658,11900696650,76993,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:44.500000,23845,16,23840,31,23850,29,23835,24,23855,28,23830,45,23860,29,23825,78,23865,29,23820,40,23845,24025,23615,23650,,23883,99663,11901292775,76995,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:45.000000,23845,19,23840,16,23850,24,23835,24,23855,28,23830,45,23860,29,23825,78,23865,29,23820,40,23840,24025,23615,23650,,23883,99677,11902961625,76986,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:45.500000,23845,21,23840,4,23850,24,23835,24,23855,26,23830,32,23860,29,23825,78,23865,30,23820,40,23845,24025,23615,23650,,23883,99703,11906061150,76976,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:46.000000,23845,22,23840,17,23850,25,23835,24,23855,26,23830,32,23860,29,23825,78,23865,30,23820,40,23840,24025,23615,23650,,23883,99704,11906180350,76977,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:46.500000,23845,20,23840,18,23850,27,23835,24,23855,26,23830,32,23860,30,23825,78,23865,30,23820,40,23845,24025,23615,23650,,23883,99705,11906299575,76978,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
2024-05-14 09:04:47.000000,23845,23,23840,20,23850,29,23835,24,23855,26,23830,32,23860,30,23825,79,23865,30,23820,40,23845,24025,23615,23650,,23883,99706,11906418800,76978,,24830,22015,76206,23425,23535,5.0,0,5.0,500,0,0,0
