datetime,ask_price1,ask_volume1,bid_price1,bid_volume1,ask_price2,ask_volume2,bid_price2,bid_volume2,ask_price3,ask_volume3,bid_price3,bid_volume3,ask_price4,ask_volume4,bid_price4,bid_volume4,ask_price5,ask_volume5,bid_price5,bid_volume5,last_price,highest,lowest,open,close,average,volume,amount,open_interest,settlement,upper_limit,lower_limit,pre_open_interest,pre_settlement,pre_close,price_tick,price_decs,volume_multiple,max_limit_order_volume,max_market_order_volume,min_limit_order_volume,min_market_order_volume
2024-05-13 13:49:50.500000,23495,22,23490,19,23500,41,23485,24,23505,45,23480,39,23510,25,23475,42,23515,43,23470,57,23495,23655,23255,23620,,23413,156249,18291677275,77450,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:49:51.000000,23495,18,23490,19,23500,41,23485,24,23505,45,23480,39,23510,25,23475,42,23515,43,23470,57,23495,23655,23255,23620,,23413,156249,18291677275,77450,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:49:51.500000,23495,18,23490,20,23500,42,23485,24,23505,45,23480,39,23510,25,23475,42,23515,43,23470,57,23495,23655,23255,23620,,23413,156249,18291677275,77450,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:49:52.000000,23495,18,23490,21,23500,42,23485,24,23505,45,23480,39,23510,25,23475,42,23515,43,23470,57,23495,23655,23255,23620,,23413,156249,18291677275,77450,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:49:54.000000,23495,18,23490,22,23500,42,23485,24,23505,45,23480,39,23510,25,23475,42,23515,43,23470,57,23495,23655,23255,23620,,23413,156249,18291677275,77450,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:49:54.500000,23495,15,23490,22,23500,42,23485,24,23505,45,23480,39,23510,25,23475,42,23515,43,23470,57,23495,23655,23255,23620,,23413,156249,18291677275,77450,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:49:57.000000,23495,15,23490,24,23500,42,23485,24,23505,45,23480,39,23510,25,23475,42,23515,43,23470,57,23495,23655,23255,23620,,23413,156249,18291677275,77450,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:49:58.000000,23495,15,23490,24,23500,42,23485,24,23505,45,23480,27,23510,25,23475,42,23515,43,23470,57,23495,23655,23255,23620,,23413,156249,18291677275,77450,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:49:58.500000,23495,15,23490,24,23500,42,23485,24,23505,45,23480,28,23510,25,23475,42,23515,43,23470,57,23495,23655,23255,23620,,23413,156249,18291677275,77450,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:49:59.500000,23495,16,23490,24,23500,42,23485,24,23505,45,23480,28,23510,25,23475,42,23515,43,23470,57,23495,23655,23255,23620,,23413,156249,18291677275,77450,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:00.500000,23495,16,23490,24,23500,42,23485,24,23505,46,23480,28,23510,25,23475,42,23515,43,23470,57,23495,23655,23255,23620,,23413,156249,18291677275,77450,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:01.000000,23495,17,23490,23,23500,42,23485,24,23505,46,23480,28,23510,25,23475,42,23515,43,23470,57,23490,23655,23255,23620,,23413,156250,18291794725,77449,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:02.500000,23495,21,23490,23,23500,42,23485,24,23505,46,23480,28,23510,25,23475,42,23515,43,23470,57,23490,23655,23255,23620,,23413,156250,18291794725,77449,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:03.500000,23495,21,23490,23,23500,42,23485,23,23505,46,23480,28,23510,25,23475,42,23515,43,23470,57,23490,23655,23255,23620,,23413,156250,18291794725,77449,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:04.500000,23495,21,23490,22,23500,42,23485,23,23505,46,23480,28,23510,25,23475,42,23515,43,23470,57,23490,23655,23255,23620,,23413,156251,18291912175,77449,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:05.000000,23495,21,23490,21,23500,42,23485,23,23505,46,23480,28,23510,25,23475,42,23515,43,23470,57,23490,23655,23255,23620,,23413,156251,18291912175,77449,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:05.500000,23495,34,23490,21,23500,42,23485,23,23505,46,23480,28,23510,25,23475,42,23515,43,23470,57,23490,23655,23255,23620,,23413,156251,18291912175,77449,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:06.000000,23490,10,23485,23,23495,35,23480,28,23500,42,23475,42,23505,46,23470,57,23510,25,23465,32,23490,23655,23255,23620,,23414,156268,18293908825,77457,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:06.500000,23495,30,23490,12,23500,45,23485,21,23505,46,23480,28,23510,25,23475,42,23515,43,23470,57,23490,23655,23255,23620,,23414,156285,18295905600,77462,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:07.000000,23495,15,23490,20,23500,45,23485,24,23505,46,23480,28,23510,25,23475,42,23515,43,23470,57,23490,23655,23255,23620,,23414,156285,18295905600,77462,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:07.500000,23500,45,23490,25,23505,46,23485,25,23510,25,23480,28,23515,43,23475,42,23520,66,23470,57,23495,23655,23255,23620,,23414,156297,18297315300,77464,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:08.000000,23500,41,23495,22,23505,46,23490,25,23510,25,23485,26,23515,43,23480,28,23520,66,23475,42,23495,23655,23255,23620,,23414,156297,18297315300,77464,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:08.500000,23500,37,23495,24,23505,46,23490,26,23510,25,23485,23,23515,43,23480,28,23520,66,23475,42,23495,23655,23255,23620,,23414,156297,18297315300,77464,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:09.000000,23500,24,23495,12,23505,46,23490,26,23510,25,23485,23,23515,43,23480,28,23520,66,23475,42,23495,23655,23255,23620,,23414,156297,18297315300,77464,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:09.500000,23500,24,23495,15,23505,46,23490,26,23510,25,23485,23,23515,43,23480,28,23520,66,23475,42,23495,23655,23255,23620,,23414,156297,18297315300,77464,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:10.000000,23500,24,23495,14,23505,46,23490,26,23510,25,23485,23,23515,43,23480,28,23520,66,23475,42,23495,23655,23255,23620,,23414,156297,18297315300,77464,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:10.500000,23500,26,23495,8,23505,46,23490,26,23510,25,23485,23,23515,43,23480,28,23520,66,23475,42,23495,23655,23255,23620,,23414,156297,18297315300,77464,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:11.000000,23500,26,23495,6,23505,46,23490,26,23510,25,23485,23,23515,43,23480,28,23520,66,23475,42,23495,23655,23255,23620,,23414,156297,18297315300,77464,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:11.500000,23500,27,23495,5,23505,46,23490,26,23510,25,23485,23,23515,43,23480,28,23520,66,23475,42,23495,23655,23255,23620,,23414,156297,18297315300,77464,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:12.500000,23495,6,23490,7,23500,27,23485,23,23505,46,23480,28,23510,25,23475,42,23515,43,23470,57,23490,23655,23255,23620,,23414,156322,18300251700,77482,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:13.000000,23495,9,23490,12,23500,34,23485,23,23505,46,23480,28,23510,25,23475,42,23515,43,23470,57,23490,23655,23255,23620,,23414,156322,18300251700,77482,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:13.500000,23495,13,23490,17,23500,34,23485,23,23505,46,23480,28,23510,25,23475,42,23515,43,23470,57,23490,23655,23255,23620,,23414,156322,18300251700,77482,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:14.000000,23495,13,23490,17,23500,34,23485,23,23505,46,23480,28,23510,25,23475,42,23515,43,23470,58,23490,23655,23255,23620,,23414,156322,18300251700,77482,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:14.500000,23495,13,23490,18,23500,34,23485,23,23505,46,23480,28,23510,25,23475,42,23515,43,23470,58,23490,23655,23255,23620,,23414,156322,18300251700,77482,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:15.000000,23495,13,23490,18,23500,34,23485,23,23505,46,23480,28,23510,25,23475,42,23515,43,23470,60,23490,23655,23255,23620,,23414,156322,18300251700,77482,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:17.500000,23495,16,23490,9,23500,34,23485,23,23505,46,23480,28,23510,25,23475,42,23515,43,23470,60,23490,23655,23255,23620,,23414,156331,18301308750,77481,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:18.000000,23495,30,23490,3,23500,34,23485,23,23505,46,23480,28,23510,25,23475,42,23515,43,23470,60,23490,23655,23255,23620,,23414,156331,18301308750,77481,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:19.000000,23495,30,23490,15,23500,33,23485,23,23505,46,23480,28,23510,25,23475,42,23515,43,23470,60,23490,23655,23255,23620,,23414,156331,18301308750,77481,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:19.500000,23495,30,23490,16,23500,33,23485,23,23505,46,23480,29,23510,25,23475,42,23515,43,23470,60,23490,23655,23255,23620,,23414,156331,18301308750,77481,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:20.000000,23495,30,23490,17,23500,33,23485,23,23505,46,23480,29,23510,25,23475,42,23515,43,23470,60,23490,23655,23255,23620,,23414,156331,18301308750,77481,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:21.000000,23495,17,23490,17,23500,33,23485,23,23505,46,23480,29,23510,25,23475,42,23515,43,23470,60,23490,23655,23255,23620,,23414,156331,18301308750,77481,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:21.500000,23495,14,23490,18,23500,31,23485,23,23505,46,23480,29,23510,25,23475,42,23515,43,23470,60,23495,23655,23255,23620,,23414,156332,18301426225,77482,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:22.000000,23495,15,23490,19,23500,31,23485,23,23505,46,23480,29,23510,25,23475,42,23515,43,23470,60,23495,23655,23255,23620,,23414,156332,18301426225,77482,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:23.000000,23495,15,23490,20,23500,31,23485,23,23505,46,23480,29,23510,25,23475,42,23515,43,23470,60,23495,23655,23255,23620,,23414,156332,18301426225,77482,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:23.500000,23495,15,23490,15,23500,36,23485,23,23505,46,23480,29,23510,25,23475,42,23515,43,23470,60,23490,23655,23255,23620,,23414,156337,18302013475,77483,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:24.000000,23495,14,23490,14,23500,36,23485,22,23505,46,23480,29,23510,25,23475,42,23515,43,23470,60,23490,23655,23255,23620,,23414,156337,18302013475,77483,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:24.500000,23495,27,23490,9,23500,36,23485,22,23505,46,23480,29,23510,25,23475,42,23515,43,23470,60,23490,23655,23255,23620,,23414,156343,18302718175,77477,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:25.000000,23490,7,23485,12,23495,24,23480,29,23500,36,23475,42,23505,46,23470,60,23510,25,23465,33,23485,23655,23255,23620,,23414,156367,18305536850,77473,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
2024-05-13 13:50:25.500000,23495,30,23485,21,23500,38,23480,29,23505,46,23475,42,23510,25,23470,60,23515,43,23465,33,23490,23655,23255,23620,,23414,156374,18306359000,77473,,24835,22020,81154,23430,23720,5.0,0,5.0,500,0,0,0
